AvgSpotLen	BioSample	Experiment	LibraryLayout	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	barcode	c1_batch_id	c1_chip_size	c1_machine_id	c1_plate_coordinate	dilution_plate_coordinate	dob	ercc_spike_in_dilution	experimental_condition	expt_condition	facs_selection	index_set	lane	library_plate_coordinate	library_plate_id	number_of_animals	sequencing_run_id	sex_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	genetic_background	source_name	visual_qc
100	SAMN06468595	SRX2608116	PAIRED	175	107	SRR5306909	SRS2020532	GSM2517242	P25	N703_S504	Y01	medium	Frodo	18	C7	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	3D	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468593	SRX2608117	PAIRED	192	116	SRR5306910	SRS2020531	GSM2517243	P25	N703_S505	Y01	medium	Frodo	17	C8	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	3E	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468594	SRX2608118	PAIRED	231	139	SRR5306911	SRS2020528	GSM2517244	P25	N703_S506	Y01	medium	Frodo	16	C9	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	3F	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468592	SRX2608119	PAIRED	90	54	SRR5306912	SRS2020529	GSM2517245	P25	N703_S507	Y01	medium	Frodo	64	C10	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	3G	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468591	SRX2608120	PAIRED	178	107	SRR5306913	SRS2020533	GSM2517246	P25	N703_S508	Y01	medium	Frodo	65	C11	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	3H	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468590	SRX2608121	PAIRED	184	106	SRR5306914	SRS2020530	GSM2517247	P25	N704_S501	Y01	medium	Frodo	66	C12	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4A	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468589	SRX2608122	PAIRED	230	131	SRR5306915	SRS2020536	GSM2517248	P25	N704_S502	Y01	medium	Frodo	21	D1	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4B	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468588	SRX2608123	PAIRED	220	126	SRR5306916	SRS2020534	GSM2517249	P25	N704_S503	Y01	medium	Frodo	20	D2	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4C	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468585	SRX2608124	PAIRED	70	41	SRR5306917	SRS2020538	GSM2517250	P25	N704_S504	Y01	medium	Frodo	19	D3	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4D	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468586	SRX2608125	PAIRED	195	113	SRR5306918	SRS2020537	GSM2517251	P25	N704_S505	Y01	medium	Frodo	67	D4	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4E	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468587	SRX2608126	PAIRED	221	127	SRR5306919	SRS2020539	GSM2517252	P25	N704_S506	Y01	medium	Frodo	68	D5	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4F	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468584	SRX2608127	PAIRED	8	5	SRR5306920	SRS2020535	GSM2517253	P25	N704_S507	Y01	medium	Frodo	24	D7	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4G	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468582	SRX2608128	PAIRED	187	107	SRR5306921	SRS2020542	GSM2517254	P25	N704_S508	Y01	medium	Frodo	23	D8	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	4H	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468583	SRX2608129	PAIRED	210	120	SRR5306922	SRS2020541	GSM2517255	P25	N705_S501	Y01	medium	Frodo	22	D9	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5A	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468581	SRX2608130	PAIRED	192	109	SRR5306923	SRS2020540	GSM2517256	P25	N705_S502	Y01	medium	Frodo	70	D10	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5B	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468580	SRX2608131	PAIRED	184	105	SRR5306924	SRS2020544	GSM2517257	P25	N705_S503	Y01	medium	Frodo	71	D11	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5C	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468578	SRX2608132	PAIRED	185	108	SRR5306925	SRS2020546	GSM2517258	P25	N705_S504	Y01	medium	Frodo	25	E1	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5D	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468577	SRX2608133	PAIRED	218	126	SRR5306926	SRS2020543	GSM2517259	P25	N705_S505	Y01	medium	Frodo	26	E2	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5E	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468579	SRX2608134	PAIRED	230	131	SRR5306927	SRS2020545	GSM2517260	P25	N705_S506	Y01	medium	Frodo	27	E3	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5F	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468576	SRX2608135	PAIRED	11	6	SRR5306928	SRS2020551	GSM2517261	P25	N705_S507	Y01	medium	Frodo	73	E6	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5G	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468575	SRX2608136	PAIRED	205	117	SRR5306929	SRS2020549	GSM2517262	P25	N705_S508	Y01	medium	Frodo	29	E8	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	5H	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468574	SRX2608137	PAIRED	209	121	SRR5306930	SRS2020548	GSM2517263	P25	N706_S501	Y01	medium	Frodo	30	E9	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	6A	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468573	SRX2608138	PAIRED	209	121	SRR5306931	SRS2020547	GSM2517264	P25	N706_S502	Y01	medium	Frodo	76	E12	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	6B	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468571	SRX2608139	PAIRED	213	123	SRR5306932	SRS2020552	GSM2517265	P25	N706_S503	Y01	medium	Frodo	31	F1	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	6C	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468572	SRX2608140	PAIRED	218	129	SRR5306933	SRS2020555	GSM2517266	P25	N706_S504	Y01	medium	Frodo	32	F2	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	6D	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468570	SRX2608141	PAIRED	201	117	SRR5306934	SRS2020554	GSM2517267	P25	N706_S505	Y01	medium	Frodo	33	F3	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	6E	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468569	SRX2608142	PAIRED	187	108	SRR5306935	SRS2020550	GSM2517268	P25	N706_S506	Y01	medium	Frodo	81	F4	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	6F	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468567	SRX2608143	PAIRED	229	133	SRR5306936	SRS2020553	GSM2517269	P25	N706_S508	Y01	medium	Frodo	34	F7	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	6H	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468564	SRX2608144	PAIRED	198	114	SRR5306937	SRS2020560	GSM2517270	P25	N707_S501	Y01	medium	Frodo	35	F8	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7A	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468568	SRX2608145	PAIRED	246	141	SRR5306938	SRS2020556	GSM2517271	P25	N707_S502	Y01	medium	Frodo	83	F11	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7B	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468566	SRX2608146	PAIRED	129	75	SRR5306939	SRS2020558	GSM2517272	P25	N707_S503	Y01	medium	Frodo	37	G1	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7C	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468565	SRX2608147	PAIRED	208	123	SRR5306940	SRS2020557	GSM2517273	P25	N707_S504	Y01	medium	Frodo	38	G2	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7D	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468563	SRX2608148	PAIRED	194	113	SRR5306941	SRS2020562	GSM2517274	P25	N707_S505	Y01	medium	Frodo	39	G3	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7E	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468562	SRX2608149	PAIRED	225	130	SRR5306942	SRS2020559	GSM2517275	P25	N707_S506	Y01	medium	Frodo	87	G4	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7F	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468561	SRX2608150	PAIRED	160	92	SRR5306943	SRS2020563	GSM2517276	P25	N707_S507	Y01	medium	Frodo	86	G5	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7G	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468560	SRX2608151	PAIRED	216	125	SRR5306944	SRS2020561	GSM2517277	P25	N707_S508	Y01	medium	Frodo	40	G7	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	7H	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468559	SRX2608152	PAIRED	186	109	SRR5306945	SRS2020564	GSM2517278	P25	N708_S501	Y01	medium	Frodo	41	G8	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8A	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468557	SRX2608153	PAIRED	202	119	SRR5306946	SRS2020567	GSM2517279	P25	N708_S502	Y01	medium	Frodo	42	G9	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8B	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468558	SRX2608154	PAIRED	205	119	SRR5306947	SRS2020570	GSM2517280	P25	N708_S503	Y01	medium	Frodo	43	H1	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8C	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468555	SRX2608155	PAIRED	192	114	SRR5306948	SRS2020565	GSM2517281	P25	N708_S504	Y01	medium	Frodo	45	H3	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8D	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468556	SRX2608156	PAIRED	227	133	SRR5306949	SRS2020572	GSM2517282	P25	N708_S505	Y01	medium	Frodo	93	H4	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8E	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468554	SRX2608157	PAIRED	198	116	SRR5306950	SRS2020566	GSM2517283	P25	N708_S506	Y01	medium	Frodo	92	H5	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8F	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468552	SRX2608158	PAIRED	0	0	SRR5306951	SRS2020568	GSM2517284	P25	N708_S507	Y01	medium	Frodo	91	H6	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8G	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468553	SRX2608159	PAIRED	101	59	SRR5306952	SRS2020573	GSM2517285	P25	N708_S508	Y01	medium	Frodo	46	H7	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	8H	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468550	SRX2608160	PAIRED	212	121	SRR5306953	SRS2020574	GSM2517286	P25	N709_S501	Y01	medium	Frodo	47	H8	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	9A	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468551	SRX2608161	PAIRED	238	135	SRR5306954	SRS2020569	GSM2517287	P25	N709_S502	Y01	medium	Frodo	96	H10	2014-11-21	40000	Krt5-Rosa-eYFP, 96 hours post tamoxifen	K5ERRY_UI_96hpt	YFP+	1	1	9B	OEL01	1	oe1_L01L02	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468549	SRX2608162	PAIRED	4	2	SRR5306955	SRS2020571	GSM2517288	P25	N711_S502	P01	medium	Frodo	2	A2	2014-11-24	40000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63cKO_UI_96hpt	YFP+	A	1	9A	OEL03	1	oe2_L03L04	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468546	SRX2608163	PAIRED	42	19	SRR5306956	SRS2020575	GSM2517289	P25	N711_S503	P01	medium	Frodo	1	A3	2014-11-24	40000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63cKO_UI_96hpt	YFP+	A	1	9B	OEL03	1	oe2_L03L04	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
100	SAMN06468547	SRX2608164	PAIRED	44	20	SRR5306957	SRS2020576	GSM2517290	P25	N711_S505	P01	medium	Frodo	49	A4	2014-11-24	40000	Krt5-Rosa-eYFP, p63cKO, 96 hours post tamoxifen	K5ERp63cKO_UI_96hpt	YFP+	A	1	9C	OEL03	1	oe2_L03L04	M	RNA-Seq	PRJNA377622	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	cDNA	TRANSCRIPTOMIC	2017-03-02	Mus musculus	ILLUMINA	2017-04-18	SRP100980	C57Bl6-129	olfactory epithelium	Yes
