AvgSpotLen	BioSample	Experiment	Instrument	MBases	MBytes	Run	SRA_Sample	Sample_Name	cells_in_well	control_well	debris	hour_post_serum_switch	library_protocol	source_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	cell_type
200	SAMN02413170	SRX379665	Illumina HiSeq 2500	334	202	SRR1032975	SRS504123	GSM1269025	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413171	SRX379666	Illumina HiSeq 2500	463	279	SRR1032976	SRS504124	GSM1269026	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413172	SRX379667	Illumina HiSeq 2500	203	119	SRR1032977	SRS504125	GSM1269027	0	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413174	SRX379668	Illumina HiSeq 2500	847	506	SRR1032978	SRS504126	GSM1269028	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413175	SRX379669	Illumina HiSeq 2500	0	0	SRR1032979	SRS504127	GSM1269029	0	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413178	SRX379670	Illumina HiSeq 2500	928	556	SRR1032980	SRS504128	GSM1269030	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413180	SRX379671	Illumina HiSeq 2500	761	456	SRR1032981	SRS504129	GSM1269031	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_F	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413173	SRX379672	Illumina HiSeq 2500	370	223	SRR1032982	SRS504130	GSM1269032	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413176	SRX379673	Illumina HiSeq 2500	338	203	SRR1032983	SRS504131	GSM1269033	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413177	SRX379674	Illumina HiSeq 2500	659	394	SRR1032984	SRS504132	GSM1269034	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413182	SRX379675	Illumina HiSeq 2500	432	265	SRR1032985	SRS504133	GSM1269035	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413179	SRX379676	Illumina HiSeq 2500	518	311	SRR1032986	SRS504134	GSM1269036	2	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413184	SRX379677	Illumina HiSeq 2500	59	34	SRR1032987	SRS504135	GSM1269037	0	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413181	SRX379678	Illumina HiSeq 2500	554	333	SRR1032988	SRS504136	GSM1269038	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413183	SRX379679	Illumina HiSeq 2500	533	320	SRR1032989	SRS504138	GSM1269039	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413188	SRX379680	Illumina HiSeq 2500	606	361	SRR1032990	SRS504137	GSM1269040	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413185	SRX379681	Illumina HiSeq 2500	0	0	SRR1032991	SRS504139	GSM1269041	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413186	SRX379682	Illumina HiSeq 2500	551	329	SRR1032992	SRS504140	GSM1269042	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413187	SRX379683	Illumina HiSeq 2500	1231	731	SRR1032993	SRS504141	GSM1269043	0	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_G	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413189	SRX379684	Illumina HiSeq 2500	551	334	SRR1032994	SRS504142	GSM1269044	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413190	SRX379685	Illumina HiSeq 2500	292	176	SRR1032995	SRS504143	GSM1269045	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413194	SRX379686	Illumina HiSeq 2500	204	124	SRR1032996	SRS504144	GSM1269046	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413192	SRX379687	Illumina HiSeq 2500	640	385	SRR1032997	SRS504145	GSM1269047	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413193	SRX379688	Illumina HiSeq 2500	745	446	SRR1032998	SRS504146	GSM1269048	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412979	SRX379689	Illumina HiSeq 2500	956	573	SRR1032999	SRS504147	GSM1269049	1	FALSE	TRUE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412981	SRX379690	Illumina HiSeq 2500	191	113	SRR1033000	SRS504148	GSM1269050	0	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412982	SRX379691	Illumina HiSeq 2500	581	350	SRR1033001	SRS504149	GSM1269051	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412984	SRX379692	Illumina HiSeq 2500	730	436	SRR1033002	SRS504150	GSM1269052	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412983	SRX379693	Illumina HiSeq 2500	0	0	SRR1033003	SRS504151	GSM1269053	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412985	SRX379694	Illumina HiSeq 2500	200	118	SRR1033004	SRS504152	GSM1269054	0	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412986	SRX379695	Illumina HiSeq 2500	860	515	SRR1033005	SRS504153	GSM1269055	1	FALSE	FALSE	0	Single-cell	Myoblast_Cell T0_CT_H	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412987	SRX379696	Illumina HiSeq 2500	516	321	SRR1033006	SRS504154	GSM1269056	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412988	SRX379697	Illumina HiSeq 2500	491	307	SRR1033007	SRS504155	GSM1269057	~250	TRUE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412990	SRX379698	Illumina HiSeq 2500	396	247	SRR1033008	SRS504156	GSM1269058	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412989	SRX379699	Illumina HiSeq 2500	431	271	SRR1033009	SRS504157	GSM1269059	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412993	SRX379700	Illumina HiSeq 2500	821	513	SRR1033010	SRS504158	GSM1269060	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413034	SRX379701	Illumina HiSeq 2500	51	31	SRR1033011	SRS504159	GSM1269061	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412994	SRX379702	Illumina HiSeq 2500	658	411	SRR1033012	SRS504160	GSM1269062	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412991	SRX379703	Illumina HiSeq 2500	419	262	SRR1033013	SRS504161	GSM1269063	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412995	SRX379704	Illumina HiSeq 2500	352	219	SRR1033014	SRS504162	GSM1269064	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412992	SRX379705	Illumina HiSeq 2500	559	348	SRR1033015	SRS504163	GSM1269065	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412997	SRX379706	Illumina HiSeq 2500	32	19	SRR1033016	SRS504164	GSM1269066	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412996	SRX379707	Illumina HiSeq 2500	132	81	SRR1033017	SRS504165	GSM1269067	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_A	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413000	SRX379708	Illumina HiSeq 2500	541	333	SRR1033018	SRS504166	GSM1269068	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413031	SRX379709	Illumina HiSeq 2500	781	480	SRR1033019	SRS504167	GSM1269069	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413004	SRX379710	Illumina HiSeq 2500	396	245	SRR1033020	SRS504168	GSM1269070	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412998	SRX379711	Illumina HiSeq 2500	844	522	SRR1033021	SRS504169	GSM1269071	~250	TRUE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413006	SRX379712	Illumina HiSeq 2500	642	395	SRR1033022	SRS504171	GSM1269072	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02412999	SRX379713	Illumina HiSeq 2500	480	297	SRR1033023	SRS504170	GSM1269073	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413007	SRX379714	Illumina HiSeq 2500	627	390	SRR1033024	SRS504172	GSM1269074	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413001	SRX379715	Illumina HiSeq 2500	680	427	SRR1033025	SRS504173	GSM1269075	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413009	SRX379716	Illumina HiSeq 2500	657	404	SRR1033026	SRS504174	GSM1269076	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413002	SRX379717	Illumina HiSeq 2500	45	27	SRR1033027	SRS504175	GSM1269077	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413033	SRX379718	Illumina HiSeq 2500	621	382	SRR1033028	SRS504176	GSM1269078	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413095	SRX379719	Illumina HiSeq 2500	1069	655	SRR1033029	SRS504177	GSM1269079	0	FALSE	TRUE	24	Single-cell	Myoblast_Cell T24_CT_B	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413117	SRX379720	Illumina HiSeq 2500	598	368	SRR1033030	SRS504178	GSM1269080	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413096	SRX379721	Illumina HiSeq 2500	861	528	SRR1033031	SRS504179	GSM1269081	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413116	SRX379722	Illumina HiSeq 2500	942	580	SRR1033032	SRS504180	GSM1269082	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413097	SRX379723	Illumina HiSeq 2500	29	17	SRR1033033	SRS504181	GSM1269083	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413119	SRX379724	Illumina HiSeq 2500	651	402	SRR1033034	SRS504183	GSM1269084	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413102	SRX379725	Illumina HiSeq 2500	45	27	SRR1033035	SRS504182	GSM1269085	0	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413121	SRX379726	Illumina HiSeq 2500	469	290	SRR1033036	SRS504184	GSM1269086	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413101	SRX379727	Illumina HiSeq 2500	592	369	SRR1033037	SRS504185	GSM1269087	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413124	SRX379728	Illumina HiSeq 2500	906	554	SRR1033038	SRS504186	GSM1269088	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413105	SRX379729	Illumina HiSeq 2500	356	222	SRR1033039	SRS504187	GSM1269089	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
200	SAMN02413126	SRX379730	Illumina HiSeq 2500	861	531	SRR1033040	SRS504188	GSM1269090	1	FALSE	FALSE	24	Single-cell	Myoblast_Cell T24_CT_C	RNA-Seq	PRJNA229164	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-11-19	Homo sapiens	ILLUMINA	2014-03-24	SRP033135	Human Skeletal Muscle Myoblasts (HSMM)
