	SRR4047452	SRR4047453	SRR4047431	SRR4047415	SRR4047430	SRR4047450	SRR4047404	SRR4047426	SRR4047425	SRR4047424	SRR4047441	SRR4047410	SRR4047448	SRR4047440	SRR4047446	SRR4047406	SRR4047422	SRR4047435	SRR4047451	SRR4047434	SRR4047408	SRR4047437	SRR4047454	SRR4047405	SRR4047445	SRR4047444	SRR4047414	SRR4047399	SRR4047443	SRR4047449	SRR4047396	SRR4047400	SRR4047398	SRR4047442	SRR4047457	SRR4047419	SRR4047417	SRR4047401	SRR4047403	SRR4047412	SRR4047420	SRR4047423	SRR4047436	SRR4047455	SRR4047428	SRR4047411	SRR4047429	SRR4047427	SRR4047397	SRR4047447	SRR4047456	SRR4047438	SRR4047402	SRR4047433	SRR4047416	SRR4047418	SRR4047421	SRR4047458	SRR4047439	SRR4047432	SRR4047409	SRR4047407	SRR4047297	SRR4047296	SRR4047335	SRR4047282	SRR4047281	SRR4047356	SRR4047348	SRR4047372	SRR4047375	SRR4047366	SRR4047383	SRR4047380	SRR4047246	SRR4047382	SRR4047361	SRR4047386	SRR4047373	SRR4047251	SRR4047368	SRR4047376	SRR4047357	SRR4047245	SRR4047355	SRR4047266	SRR4047277	SRR4047258	SRR4047269	SRR4047247	SRR4047264	SRR4047253	SRR4047268	SRR4047276	SRR4047250	SRR4047256	SRR4047248	SRR4047377	SRR4047395	SRR4047270	SRR4047272	SRR4047265	SRR4047273	SRR4047275	SRR4047384	SRR4047257	SRR4047267	SRR4047259	SRR4047262	SRR4047249	SRR4047381	SRR4047365	SRR4047252	SRR4047274	SRR4047261	SRR4047387	SRR4047374	SRR4047388	SRR4047360	SRR4047364	SRR4047358	SRR4047363	SRR4047255	SRR4047392	SRR4047379	SRR4047271	SRR4047370	SRR4047367	SRR4047354	SRR4047369	SRR4047378	SRR4047391	SRR4047385	SRR4047394	SRR4047254	SRR4047291	SRR4047371	SRR4047393	SRR4047333	SRR4047342	SRR4047389	SRR4047292	SRR4047329	SRR4047313	SRR4047326	SRR4047293	SRR4047307	SRR4047328	SRR4047324	SRR4047305	SRR4047306	SRR4047304	SRR4047327	SRR4047334	SRR4047312	SRR4047337	SRR4047320	SRR4047317	SRR4047289	SRR4047347	SRR4047303	SRR4047294	SRR4047319	SRR4047316	SRR4047330	SRR4047314	SRR4047308	SRR4047298	SRR4047349	SRR4047286	SRR4047325	SRR4047310	SRR4047350	SRR4047284	SRR4047345	SRR4047339	SRR4047351	SRR4047352	SRR4047336	SRR4047340	SRR4047309	SRR4047301	SRR4047318	SRR4047343	SRR4047341	SRR4047287	SRR4047321	SRR4047288	SRR4047322	SRR4047346	SRR4047344	SRR4047302	SRR4047353	SRR4047299	SRR4047279	SRR4047283	SRR4047290	SRR4047300	SRR4047280	SRR4047311	SRR4047285	SRR4047338
ELP2_8	1.0																				1.0										1.0			1.0										1.0																																				1.0		1.0						1.0								1.0																																														1.0										0.0			1.0													1.0																																		
ELP6_1																															1.0					1.0								1.0		1.0	1.0																	1.0			0.7940594059405941										1.0						1.0				1.0					1.0		1.0				1.0		1.0						1.0						1.0	1.0			1.0			1.0											1.0																1.0						1.0				1.0																																	1.0										1.0			
ELP6_4											0.5388739946380697																				1.0					0.7237735849056603								1.0		0.993660855784469	0.7007125890736342																	1.0			0.1845949535192563						1.0				1.0						1.0				1.0					1.0		1.0				1.0		1.0						1.0						1.0			0.9707112970711296	1.0			1.0										1.0	0.0				1.0												1.0						1.0				1.0																																	1.0										1.0			
ELP6_5											0.3370577281191806																									1.0											0.981651376146789																				1.0						0.010612244897959184										1.0											1.0												1.0						1.0			1.0	1.0													0.0	1.0																1.0						1.0																																					1.0													
EMC4_3	0.7682775712515489	0.4164989939637827	0.4353741496598639	1.0	0.8632478632478633	0.8166491043203372		0.9741935483870968	0.75	0.6970313135420902	1.0	0.7008310249307479	1.0	0.6489028213166145	1.0		1.0		0.976010661928032		1.0				0.9209064652299488		1.0	0.9753694581280788			1.0		1.0				0.9231478635106056	1.0	1.0		1.0			1.0		1.0	0.6402569593147751	1.0	0.7457114026236125						0.7613168724279835				1.0	0.9781420765027322	0.8850828729281768		0.7560733763014378	0.8888888888888888	0.7988165680473372	0.8651994497936726	1.0	0.8992248062015504	0.8982695332983744					1.0			1.0		1.0						1.0	1.0	0.5870967741935483				0.8669131238447321	1.0	1.0	1.0	1.0	0.0	1.0		1.0	0.5654596100278552	0.9791666666666666					1.0			1.0	0.9724517906336088		1.0	1.0			1.0	1.0					1.0	1.0				1.0			0.3857758620689655				1.0		1.0		0.495069033530572	0.6253298153034301	1.0										1.0	1.0			0.9977827050997784								1.0				1.0	1.0				0.0					1.0					0.0		1.0						1.0			0.7114093959731543	0.7201656743463629				0.6402877697841727		1.0	1.0	0.9170731707317074	1.0
EMG1_1		0.7590999338186631	0.7445887445887446		1.0	1.0			1.0					0.7216981132075472		0.6771844660194175	0.865		1.0											1.0	0.5021707670043415							1.0		0.5183752417794971			0.4869831546707504		0.549407114624506				0.5870348139255702																1.0						0.3109375			1.0	1.0						1.0				1.0				1.0						1.0					1.0	1.0							0.9982190560997328	1.0					1.0		1.0	0.0	1.0										1.0	0.2918287937743191			1.0			1.0					1.0																																									1.0				0.0															1.0		
ENO2_2	1.0									1.0																																							0.5068493150684932																																																																																								1.0					1.0				1.0							1.0			1.0			1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0	1.0			1.0	1.0	0.9958847736625516	1.0	1.0		1.0	1.0		1.0		0.26653696498054474	1.0	0.31165582791395696				1.0					1.0	1.0	1.0	
ERCC1_5																			1.0																														1.0																							1.0				1.0				1.0				1.0	1.0				1.0			1.0							1.0	1.0								1.0						1.0																					1.0				1.0														1.0				1.0																					1.0	1.0							1.0																
ERCC1_9	0.7373737373737373																					0.02631578947368421																		0.9650238473767886			0.9692874692874692						1.0																							1.0								0.9967689822294022				1.0	1.0				0.0051813471502590676			1.0					1.0		0.7057057057057057	1.0					1.0			1.0						1.0		1.0								1.0											1.0				1.0																		1.0																						1.0																							
ERCC6L2_1																																																												0.0																		0.0																		0.0														0.0																			0.0																														0.0	0.0			0.0														0.0		0.0	0.0																						
ERCC8_6																																						1.0																					1.0																1.0											1.0																																																					1.0	1.0																																					1.0			1.0					1.0						1.0				1.0							
ERGIC2_1		0.5929203539823009	0.5802469135802469		1.0		1.0					1.0	1.0	0.7555555555555555		0.17495395948434622		0.20807833537331705		1.0				1.0		1.0	1.0	1.0	1.0			1.0			1.0							1.0		0.9048795552810376			1.0		1.0	1.0	1.0	1.0		1.0		1.0		1.0		0.9942196531791908				0.6912751677852349	1.0										1.0											1.0	1.0	1.0		1.0	1.0		0.7750759878419453	1.0			1.0	1.0	1.0		1.0	1.0		1.0					1.0					1.0						0.2026726057906459		1.0											1.0									1.0				1.0												0.0							1.0											1.0		1.0			1.0					1.0	1.0												1.0			0.8486486486486486
ERGIC3_1	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005461496450027307	0.0	0.0		0.0	0.0005955926146515784	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0			0.0008424599831508003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0007855459544383348	0.0					0.0				0.0			0.0			0.0046296296296296285	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0	0.0				0.0			0.0	0.0	0.0	0.0	0.027237354085603117		0.0	0.0	0.5677966101694916	0.7679255610290093		0.0			0.0			0.0		0.0	0.0	0.0	0.0	0.0				0.7748344370860927	0.0	0.8397565922920892	0.0		0.0			0.44466800804828976		0.0		0.5613526570048311	0.0	0.3395061728395062	0.6713091922005571	0.5168539325842697	1.0			0.9984466019417476				1.0					1.0				1.0	0.9990140497904856	1.0		1.0		1.0					0.9958333333333332			0.9916376306620208			1.0	0.98561797752809		1.0			0.998422090729783	0.9941520467836256	1.0			1.0		1.0		0.9966960352422908	1.0	1.0	1.0	0.994768962510898				1.0			1.0
ETFA_8		0.9904306220095692									0.5071283095723014		1.0																												0.00390625	0.9951573849878934				1.0			0.7396226415094339						1.0			1.0	0.4703832752613241							1.0		0.2222222222222222	1.0	1.0			0.17135549872122766	1.0				1.0	1.0							0.6186440677966102	0.968									1.0			1.0	1.0	1.0												0.0						1.0							1.0		1.0	0.04440497335701599					0.855072463768116								1.0								1.0											1.0							1.0								0.0							0.0																			
EVL_8																																																																			1.0											1.0	1.0						1.0			1.0																																															1.0		0.0																														1.0	1.0			1.0																1.0				1.0				1.0			1.0		1.0		1.0
EWSR1_3	0.0				0.0	0.0			0.0	0.0	0.0								0.0		0.0									0.03499469777306469			0.0									0.00039416633819471815																														0.0			0.0										0.0	0.0																										0.0								0.0	0.0		0.0					0.0					0.0							0.003115264797507788						0.11084624553039332																																																								
EWSR1_8	0.0				0.0	0.0			0.0	0.0	0.0								0.0		0.0									0.016216216216216217			0.0									0.00039416633819471815																														0.0			0.0										0.0	0.0																										0.0								0.0	0.0		0.0					0.0					0.0							0.006211180124223602						0.21884816753926697														1.0																													1.0			1.0	1.0									0.9827586206896552
EXOSC10_2														1.0	1.0										0.9974358974358974					1.0																															0.20555555555555555			1.0																						1.0													1.0							1.0															1.0																1.0	1.0										1.0																																																						
EXOSC1_1		1.0	1.0			0.6756756756756757									1.0				1.0		1.0				1.0												1.0					1.0								1.0	1.0	1.0							1.0							1.0			1.0					1.0	1.0																		0.0																1.0																									1.0	1.0						1.0																																																			1.0	1.0			1.0						
EXOSC1_4	1.0	1.0	1.0	1.0		0.8164754953076121		1.0	1.0					1.0	1.0				1.0		1.0				1.0					1.0							1.0		1.0			1.0								1.0	1.0	1.0							1.0	1.0						1.0			1.0			1.0		1.0	1.0	1.0																	0.0																1.0																			1.0						1.0	1.0						1.0					1.0																																														1.0	1.0			1.0						
EXOSC3_1						0.9985825655563432					0.5826086956521739			0.8740157480314961													0.033932135728542916																													1.0		0.9997649271274096						0.4372990353697749										0.9973579920739762																																										1.0																						0.9863013698630136																																											1.0										0.9989171629669734				0.9979296066252588							
EXOSC9_1			0.0			0.2583271650629164							0.1961459050240881				0.4340210198520825				0.4848484848484849				0.7372488408037094		0.7771739130434783			0.0			0.0	0.0			0.5444947209653092	0.0							0.039145907473309614		0.0		0.0		0.0					0.0		0.0				0.6192893401015228		0.0															0.0						0.0			0.0			0.04491725768321513		0.0				0.1079136690647482			0.0				0.0		0.0							0.0																	0.0		0.0																			0.0															0.0																												0.0					0.2287581699346405			
EXTL2_1																																0.0				0.0														0.0										0.0			0.0				0.0									0.0																														0.0								0.0	0.0																											0.0											0.0																																			0.0												0.0		
EXTL2_3																																0.0027548209366391185				0.0														0.0										0.0			0.0				0.0									0.0																														0.0							0.7142857142857143	0.0	0.0																											0.0											0.0																																			0.0												0.0		
EZH2_6																																																																			1.0					1.0	1.0										1.0					1.0														1.0					0.3798165137614679						1.0						1.0		1.0								1.0			1.0																										1.0																																												
FAM118B_1												0.592814371257485				0.7401315789473685		0.7634262406526172	0.6934523809523809									1.0																																						1.0																										1.0																	1.0												1.0								1.0				1.0																																																											1.0	1.0								1.0	
FAM126A_1				1.0							0.5053763440860215		1.0						1.0							1.0		1.0				1.0			1.0				0.7846153846153846	1.0			1.0			1.0							1.0	1.0			1.0	1.0		1.0										1.0																																1.0				1.0															0.0								0.0004828585224529213													0.7132352941176471																								0.0																																				
FAM126A_5		0.48994708994709	0.5298013245033113								1.0		1.0						1.0		1.0					1.0		1.0				1.0	1.0		1.0				1.0	1.0			1.0			1.0		0.3992805755395684			1.0	1.0	0.8818181818181818	0.8670478913509649		1.0	1.0	1.0		1.0										1.0																															1.0	0.005405405405405407				1.0															1.0					0.4936708860759494			0.7849898580121704										1.0			0.0																								0.0																																				
FAM126A_8						1.0					0.6434108527131783		1.0						1.0							1.0						1.0	0.7164948453608248		1.0				0.8227848101265823							1.0		1.0			1.0	1.0					1.0			1.0										1.0																																				1.0															0.0								0.0009652509652509653													0.7132352941176471																								0.0																																				
FAM173B_1	0.5697478991596638									0.5207100591715976																															1.0																				1.0													1.0					1.0								1.0	1.0											1.0																		1.0	1.0														1.0			1.0					0.720754716981132							0.0				1.0										1.0																																									
FAM192A_1																																																																													0.0	0.0																											0.0																0.0		0.0											0.0			0.0021978021978021982									0.0																				0.0			0.0					0.0															0.0													
FAM192A_4																																																																													0.0	0.0																											0.0																0.0		0.0											0.0			0.0									0.0																				0.0			0.0					0.0															0.0		1.0				1.0							
FAM192A_9																																																																													0.0	0.0																											0.0																0.0		0.0											0.0			0.0									0.0																				0.0			0.0					0.0															0.0													
FAM200B_1																																																	0.6336206896551724														0.0		0.0										0.0								0.0							0.0														0.0	0.0		0.0												0.0					0.0						0.0						0.0		0.0	0.0			0.0	0.0						0.0					0.0															0.0					0.0		0.0			0.0		0.0		0.0				0.0													0.0		
FAM200B_2																																																										0.0					0.0														0.0												0.0																																			0.0								0.0																	0.0						0.0														0.0														0.0								0.0				0.0						0.0	
FAM204A_1														0.9797979797979798							0.6749116607773852				0.8092243186582809												0.7139614074914871					1.0																										0.795880149812734		0.0							1.0					0.8493353028064993	1.0		0.9203187250996016							0.6268980477223427	1.0				0.6041666666666666									0.6089385474860335								0.9517426273458444		1.0									0.96248766041461						1.0			0.7682758620689655	0.6227106227106227					0.3947368421052632									1.0		1.0								0.6923076923076923	0.6307829181494662			1.0		1.0		0.0136986301369863																											0.2991913746630728								0.475
FAM49B_1						0.6384180790960452		0.8358974358974359																													0.42668136714443217		1.0								0.9217603911980441																	1.0															0.0							1.0											1.0		0.6049382716049383															1.0																																								1.0				1.0									1.0																				0.11229946524064173													1.0		
FAM49B_2						0.0																																	0.0								0.0																	0.0																						0.0											0.005714285714285714		0.5805471124620061															0.42168674698795183																					1.0																			0.0				0.0									0.022222222222222227																																	0.0		
FANCI_14	0.2839224629418472									0.25725860904794057																								0.9258312020460358																				1.0																				1.0			1.0			1.0												1.0										1.0	1.0								1.0								1.0		1.0																																																																																	
FANCL_3																			1.0			0.6345776031434185																1.0			1.0																1.0								1.0									0.22515212981744426			1.0			1.0	1.0	1.0												1.0			1.0		1.0			1.0			1.0	1.0	1.0		0.8133333333333334										1.0			1.0										1.0							1.0																																																													1.0		
FANCL_6							0.0									0.1382488479262673		0.10484581497797356	0.0		0.5193370165745856	0.0																0.007047768206734534		0.9902676399026764			0.9986431478968792												0.0		0.0								0.0									0.0		0.0				0.943355119825708	0.0	0.0																	0.0						0.0	0.0	0.0												0.0			0.0										0.0							0.0															0.0																																														0.0		
FBXO22_2	0.4830339321357285									0.4707436768591922			1.0			0.4776902887139108		0.45870275314979			1.0										1.0									1.0			0.998967741935484	1.0		1.0																					1.0											1.0								1.0			0.8220338983050848			1.0					0.7133105802047781				1.0						1.0								0.3333333333333333					1.0																					1.0																																														0.0														1.0	
FDPS_2	0.05682951146560319				0.0	0.0		0.010752688172043013		0.03648424543946932		0.05116279069767442	0.0	0.0		0.0		0.0	0.35211267605633795			0.08752327746741155	0.0011507479861910242					0.0	0.0		0.0		0.0	0.00915032679738562						0.0		0.0	0.0	0.00028304557033682415	0.00353356890459364				0.0	0.0	0.0	0.0	0.17750677506775067	0.14135464871686998						0.0		0.2784090909090909	0.0	0.10677382319173363	0.336322869955157	0.0					0.00801068090787717	0.0009149130832570906		0.0		0.0					0.0	0.0	0.0	0.031914893617021274		0.04854368932038835								0.0	0.0					0.0			0.0			0.4348936170212766	0.0		0.0	0.0			0.0		0.0	0.0		0.0	0.0		0.0				0.0									0.0					0.009230769230769232		0.0	0.0																											0.0					0.0																											0.0	0.0
FDPS_3	0.7275185936443543	0.5562444641275465	0.5930047694753577	0.7063492063492064	0.8325791855203621	0.9436936936936936		0.7461139896373057	0.953846153846154	0.7640547625983105	0.6160188457008245	0.7375415282392026	0.8076448828606658	0.7879518072289157	0.4567627494456763	0.4022739577693557	0.632238547968885	0.3689925598230445	0.6852713178294574		0.9769673704414588	0.4124031007751938	0.7883295194508009	0.7910990009082652			1.0	0.7154046997389034	0.7089136490250696	0.9215686274509804	1.0		0.7283813747228381	0.9853249475890984		0.21531100478468898		0.5628140703517588	0.9496221662468514	1.0	0.6111529766390355	0.6919857195617383	1.0	1.0	0.9777777777777776	0.6633663366336634	0.26954921803127874		1.0	0.7405515832482125	0.21265931548045253	0.2233424992361748	0.8650752464971458	0.869942196531792			0.9031531531531533	0.9835593916974928		0.3357664233576642	0.6675392670157068	1.0	0.7881136950904393	0.9019027484143765	0.6596858638743456	0.5801354401805869	1.0		0.537644922475206	1.0	0.7077441077441078	1.0	0.9692622950819672	0.5770151636073424		1.0	1.0	1.0		1.0	1.0	0.8187702265372169	1.0	0.6261682242990654		0.9508599508599508	0.4846153846153846	1.0	0.9449152542372882		0.9746031746031746	0.9559748427672956	0.6653696498054474	0.004592422502870264	0.5057692307692307	1.0				0.9547270306258322	1.0	0.10857142857142857	1.0			0.660435182347533	0.944055944055944		0.5425790754257908	0.7464342313787639			0.7572928821470245		0.6147635524798154			0.4158694428812605	1.0	1.0	1.0		1.0	1.0	1.0	0.9150943396226416			1.0					0.6199376947040498			0.9075425790754258		0.5836431226765799		1.0	0.5964740450538688				0.4344569288389513			0.9615384615384616	0.053078556263269634	1.0		1.0																0.9989445910290238		1.0			1.0		0.83399209486166	0.28939070287864915	1.0		0.2785714285714286			1.0	0.4301075268817205		1.0					1.0				1.0						0.16591928251121074	0.5959079283887468
FDPS_4	0.8287656681538135	0.7067603160667252	0.7358101135190919	0.7212806026365348	0.8999323867478025	0.96771416272062	0.8857142857142857	0.8512898330804249	0.9760479041916168	0.8493863889921904	0.7519025875190258	0.8384458077709611	0.8889679715302491	0.8742857142857143	0.5783132530120482	0.5725900116144018	0.774090788425803	0.5404890906428467	0.7321899736147758		0.9847522236340532	0.5848849945235487	0.8815241754723022	0.8743169398907104	0.9842312746386334		1.0	0.8275316455696202	0.8300122000813339	0.9581464872944694	1.0		0.830155979202773	0.9922437673130194		0.3393756294058409		0.7075630252100841	0.9716312056737588	1.0	0.7407035175879397	0.8100083529501101	1.0	1.0	0.988095238095238	0.7857142857142857	0.3984848484848485		1.0	0.8492581602373888	0.3436268852719965	0.3461934156378601	0.9239098624524436	0.9285997619992068	0.6035714285714285	0.9796747967479674	0.9468150896722324	0.9914584667947896		0.5020519835841313	0.7881567973311092	1.0	0.8709677419354839	0.9398496240601504	0.7731239092495636	0.7153061224489796	1.0		0.6856003039513677	1.0	0.8258426966292135	1.0	0.9841017488076312	0.7262396694214877		1.0	1.0	1.0		1.0	1.0	0.8048780487804879	1.0	0.7638724911452184		0.9743260590500642	0.6564102564102564	1.0	0.9706877113866968		0.9849482596425212	0.9773828756058158	0.7927710843373494	0.006303724928366762	0.6688144329896907	1.0	1.0	1.0	0.7694117647058824	0.9758179231863442	1.0	0.1746031746031746	1.0		1.0	0.7947007596813044	0.9715302491103204		0.6938110749185668	0.8514391829155059	1.0		0.8503597122302158	0.8011695906432749	0.7542310522442973	1.0	1.0	0.5724876441515651	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9601769911504424	1.0	1.0	1.0				1.0	0.7594874322326269			0.9516539440203562		0.7237977805178791		1.0	0.7369093231162197				0.5786046511627907			0.9808061420345491	0.098989898989899	1.0		1.0													1.0			0.9994342291371996		1.0			1.0		0.8947368421052632	0.4442322991249005	1.0		0.4084919472913616			1.0	0.5954198473282443		1.0					1.0				1.0						0.2657894736842105	0.7439222042139384
FERMT2_1	0.9893939393939394									0.9811724433033804																																																																						0.9681274900398408			1.0								1.0						0.8797468354430379											0.0						0.0	1.0																											0.7773512476007678																																																		1.0	1.0									
FER_7																																																																													0.0				1.0													0.951951951951952														0.9384615384615383													1.0		1.0			0.875															1.0	0.17757009345794392						0.0						0.748062015503876											0.5507246376811594											0.0							1.0	1.0			1.0															
FIBP_1	1.0			0.9915433403805496		0.969032258064516		1.0		1.0			1.0		0.9975247524752476						1.0	1.0	1.0	1.0	1.0	0.7288135593220338		1.0	1.0	0.9665683382497542	1.0	0.7272727272727273			0.7118838364539549		1.0	1.0			1.0	1.0		1.0	1.0		0.8148148148148148				0.0011837821840781295	0.0009930486593843098	0.162227602905569			1.0		1.0		0.9936102236421726	0.9895287958115184	0.9034482758620691								1.0		0.9993444772205834							1.0		1.0	0.0	1.0	1.0		1.0	1.0				0.6783216783216783						1.0		0.9163763066202092							0.0	1.0					1.0		0.9147540983606556	1.0	1.0				1.0				1.0		1.0			0.5630057803468208					0.5619596541786743			1.0	0.08786610878661087		1.0	1.0	1.0							1.0												1.0		1.0			1.0		1.0	0.9997546162812098					1.0			1.0	1.0	1.0	1.0	0.3928571428571429	1.0			1.0	1.0			1.0		1.0				1.0	1.0			1.0	1.0	1.0	0.9314285714285714
FIP1L1_1																																																																						1.0									1.0					0.5232974910394266		0.6652719665271967																																														0.0						0.0														0.9955898566703418																			1.0																1.0	1.0		1.0		0.0	0.0			0.0						
FIP1L1_4																																																			1.0	1.0																		1.0									1.0					1.0		1.0																																														1.0						1.0							1.0							0.0																			1.0																1.0	1.0		1.0		1.0	1.0			1.0						
FIP1L1_5																																																																						1.0									1.0					1.0		1.0																																																				1.0														0.0																			1.0																1.0	1.0		1.0		1.0	1.0			1.0						
FIS1_1	1.0	1.0	0.9917355371900828		0.9328537170263788	0.7158469945355191	0.5327102803738317	0.9794871794871794	1.0	1.0		1.0	0.6570155902004454		0.5989352262644189				0.830028328611898	0.5464733025708636	0.9901153212520593	1.0	0.9925442684063374	0.9879154078549848							0.3911620294599018		1.0					0.8080432578573843			0.499176276771005			0.3660436137071651				0.9392575928009	1.0	1.0	0.6029843997286909		0.7972350230414746	0.7931034482758621														1.0										1.0	1.0			1.0	0.9034045922406968								1.0			1.0	0.9946380697050938		1.0								1.0			1.0			1.0						1.0									1.0			1.0				1.0	0.9692307692307692				0.00425531914893617					1.0										1.0	1.0							1.0			1.0	1.0		0.003436426116838488									1.0	1.0			1.0	1.0			1.0			1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0		0.8163934426229508
FIS1_2	1.0	0.5100222717149221	0.4572490706319702						1.0	1.0		1.0	1.0		0.4785100286532951				1.0		0.9525222551928784							0.3878787878787879					1.0					1.0			0.19506726457399104							1.0	1.0				1.0	1.0														1.0										1.0	1.0			1.0	1.0								1.0				1.0		1.0														0.6031746031746031						1.0												1.0				1.0					0.001692047377326565					1.0										1.0	1.0			0.01952723535457349				1.0			1.0	1.0											1.0	1.0				1.0			1.0			1.0				0.9363057324840764	1.0	1.0	1.0	0.9583333333333334			1.0	1.0	1.0		0.6633663366336634
FKBP1B_2																					0.0																																				0.0																				0.0																																																																			0.0							0.0		1.0										0.0	0.0																							0.0				0.7904124860646601				0.7915831663326653					0.0		
FLAD1_2	1.0			1.0						1.0			0.4497354497354497								1.0				1.0			1.0	1.0								1.0	0.4134165366614664			1.0							0.3355048859934853									0.7280385078219013																1.0	1.0									0.0																													1.0																																				1.0																					1.0					1.0																								1.0				
FLAD1_4	1.0									1.0			0.0												1.0			1.0													0.1382716049382716																1.0																	1.0									1.0																													1.0																																																									1.0					1.0																								1.0				
FOXP1_1																																																																					0.0													0.0				0.0								0.0													0.0												0.0	0.0																									0.0																0.0									0.0			0.0																		0.0											
FOXRED1_2				1.0				1.0						1.0	1.0													1.0													1.0																											1.0																1.0											1.0										1.0																																																																																							1.0	1.0			1.0			1.0			
FXR1_1	0.02766798418972332	0.418013856812933	0.3928571428571429			0.2134344528710726		0.803030303030303			0.11627906976744184		0.03307888040712468	0.0											0.6467576791808873	0.035211267605633804	1.0					0.02824858757062147	0.3031446540880503		0.021052631578947368		0.611764705882353																						0.5958395245170877			0.1097972972972973				1.0	0.0		1.0				1.0												0.0					0.11830985915492954																											0.26881720430107525		0.0				1.0				1.0		0.24943820224719104					1.0						0.08668076109936575										1.0															1.0																				0.0		0.0											0.9156626506024096	1.0			0.1503267973856209
FXR1_4																									0.0		0.0										0.0																						0.0							0.0			0.0				0.0																																		0.0																0.0				0.0							0.0																0.0															0.0																																	0.6704730831973899	0.0			
G2E3_1																1.0		1.0																						1.0			0.998987854251012																										0.9990181639666176																									1.0											0.7870216306156406																																												1.0				1.0											1.0					0.9994134897360704					1.0																		0.2564102564102564	0.15990990990990991						1.0			
G3BP2_1	0.0	0.0031496062992125984	0.002309468822170901	0.0		0.0		0.0	0.0		0.0		0.35956284153005463	0.17272727272727273	0.0				0.3771289537712895	0.0			0.0	0.0	0.0006153846153846153						0.0			0.0		0.0	0.0				0.3909465020576132	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0					0.0	0.5625704622322435		0.5336346029696578	0.5501730103806228	0.0	0.6274509803921569	0.0	0.0		0.0							0.0	0.07616707616707617	0.0									0.0		0.0				0.0						0.0		0.921875						1.0											0.004405286343612335				0.0								0.7594501718213058				0.0	0.0	0.0					0.0	0.0									1.0																		0.0	0.07076923076923076			0.3558788832088085	0.03365384615384615			0.027687882056814096	0.3880126182965299									0.0															0.08192090395480225		0.0		0.2363636363636364
G3BP2_2															0.0																											0.0031104199066874032							0.13528591352859135						1.0	0.0		0.0			0.06857142857142857																						0.0																																																							0.0							0.0			0.0																		0.0		0.0													0.0		0.0	0.0														0.0				
G3BP2_4						0.5038051750380518			0.6425531914893617						0.38028169014084506											0.7885057471264367		0.5534591194968553				0.8062827225130892			0.7955010224948875							0.001168679392286716					0.22900763358778625		0.3836978131212724							0.0		0.0			0.1890547263681592		1.0																				0.0												0.3931623931623932																						1.0	1.0																				0.0							0.0			0.0																		0.0		0.0													0.0		0.0	0.007407407407407408														0.33464955577492594				
G6PC3_2		1.0	1.0			0.9989994997498748																			1.0			0.9965517241379309	1.0				0.9915966386554622	1.0			1.0											1.0	1.0																							1.0																																																											1.0				1.0														1.0					1.0					1.0	1.0																																								1.0		
