	SRR1033183	SRR1033010	SRR1033028	SRR1033278	SRR1032973	SRR1033090	SRR1032957	SRR1032941	SRR1032971	SRR1032970	SRR1032912	SRR1032968	SRR1033161	SRR1032965	SRR1032988	SRR1032930	SRR1032972	SRR1032964	SRR1032981	SRR1032924	SRR1033277	SRR1033275	SRR1032927	SRR1032929	SRR1032951	SRR1032953	SRR1033257	SRR1032919	SRR1032985	SRR1032958	SRR1032945	SRR1032989	SRR1032916	SRR1032966	SRR1032969	SRR1032963	SRR1033077	SRR1032997	SRR1032984	SRR1032910	SRR1032980	SRR1032960	SRR1033043	SRR1032952	SRR1033214	SRR1032940	SRR1032947	SRR1032974	SRR1032946	SRR1032915	SRR1033264	SRR1033148	SRR1033134	SRR1033009	SRR1032956	SRR1032938	SRR1033157	SRR1032967	SRR1032944	SRR1032978	SRR1033002	SRR1032961	SRR1033067	SRR1033044	SRR1033051	SRR1033012	SRR1033222	SRR1033034	SRR1033087	SRR1033049	SRR1033078	SRR1033008	SRR1033176	SRR1033041	SRR1033246	SRR1033082	SRR1033050	SRR1033052	SRR1033115	SRR1033253	SRR1033022	SRR1033154	SRR1033193	SRR1033281	SRR1033036	SRR1033162	SRR1033273	SRR1033066	SRR1033042	SRR1033181	SRR1032950	SRR1033144	SRR1033037	SRR1033185	SRR1033197	SRR1033191	SRR1033057	SRR1033114	SRR1033105	SRR1033180	SRR1033119	SRR1033065	SRR1033111	SRR1033123	SRR1033031	SRR1033103	SRR1033138	SRR1033109	SRR1033025	SRR1033092	SRR1033170	SRR1033207	SRR1033136	SRR1033126	SRR1033254	SRR1033219	SRR1033128	SRR1033023	SRR1033020	SRR1033146	SRR1033038	SRR1033131	SRR1033190	SRR1033081	SRR1033166	SRR1033251	SRR1032992	SRR1032922	SRR1032998	SRR1033186	SRR1033182	SRR1033005	SRR1033266	SRR1033152	SRR1033192	SRR1033150	SRR1033001	SRR1033040	SRR1033060	SRR1033184	SRR1032994	SRR1033075	SRR1033139	SRR1032928	SRR1032962	SRR1033237	SRR1033171	SRR1033153	SRR1033196	SRR1033132	SRR1033069	SRR1033125	SRR1032976	SRR1032939	SRR1033048	SRR1033094	SRR1033147	SRR1033006	SRR1033141	SRR1033163	SRR1033130	SRR1033076	SRR1033209	SRR1033269	SRR1032990	SRR1033032	SRR1033151	SRR1033046	SRR1033226	SRR1033274	SRR1033018	SRR1033072	SRR1033164	SRR1033113	SRR1033089	SRR1033174	SRR1033280	SRR1033054	SRR1033015	SRR1033096	SRR1033070	SRR1033064	SRR1033091	SRR1033110	SRR1033085	SRR1033234	SRR1033068	SRR1033098	SRR1032936	SRR1033255	SRR1033062	SRR1033101	SRR1033019	SRR1033073	SRR1033168	SRR1033145	SRR1033045	SRR1033140	SRR1033160	SRR1033055	SRR1033080	SRR1033241	SRR1033083	SRR1033158	SRR1033121	SRR1033088	SRR1033135	SRR1033013	SRR1033026	SRR1033030	SRR1033189	SRR1033024	SRR1033208	SRR1033116	SRR1033172	SRR1033270	SRR1033240	SRR1033155	SRR1033058	SRR1033225	SRR1033212	SRR1033215	SRR1033129	SRR1033210	SRR1033149	SRR1033127	SRR1033107	SRR1033079	SRR1033261	SRR1033104	SRR1033117
GTF3C5_2		0.0																																																																																																			0.0																						0.0								0.0								0.0						1.0		0.0												0.0		1.0								0.0																			0.0							0.0												0.0								0.4482758620689655												1.0				
GTPBP8_2									1.0	0.060606060606060615	1.0		1.0				1.0				1.0										0.5555555555555556										1.0		1.0								1.0	1.0				1.0	1.0					1.0			1.0			1.0	1.0				1.0								1.0									1.0					1.0								1.0						1.0	0.16091954022988506									1.0		0.9491525423728814					1.0		1.0						1.0					1.0	1.0	1.0			1.0				1.0			1.0				1.0			1.0	1.0								0.0								1.0		1.0	1.0		1.0		1.0		1.0				1.0	1.0		1.0	1.0					1.0			0.0	1.0		1.0												1.0	1.0		1.0				1.0		1.0			1.0				1.0
GTPBP8_3									1.0	1.0	1.0		1.0				1.0				1.0										1.0										1.0		1.0		1.0	1.0					1.0	1.0				0.0	1.0					1.0			1.0			1.0	1.0				1.0								1.0									1.0					1.0								1.0						1.0	1.0											0.00909090909090909					1.0		0.0						1.0			1.0		1.0	1.0	1.0			1.0	0.0			1.0			1.0				1.0			1.0	1.0			1.0					1.0								1.0		1.0	1.0	0.0	1.0		1.0		0.0				1.0	1.0		1.0	1.0					1.0			1.0	1.0														1.0	1.0		1.0				1.0		1.0			0.7777777777777778				1.0
GTSE1_5		1.0		1.0			1.0		1.0	1.0	1.0	1.0	1.0				1.0	1.0												1.0												1.0									1.0																																																																																																																																																																																				
GUF1_3								1.0		1.0					1.0				1.0			1.0								1.0			0.0										1.0																																0.0	0.0				1.0				1.0										1.0	1.0										1.0						1.0					1.0					0.0							1.0													1.0			1.0		0.8181818181818182		0.0																								1.0																			1.0							0.0			1.0								1.0														0.0								
GUF1_5																			1.0			1.0									1.0																		1.0																						1.0									1.0	1.0			1.0										1.0	1.0										1.0						1.0						1.0																1.0													0.14285714285714285		1.0									1.0																																									0.0																																	
GUK1_4		1.0	1.0	0.0	0.1276595744680851	0.9642857142857144	0.8796992481203008	0.7701149425287356	1.0	0.9428571428571428	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	0.9635036496350364	1.0	0.9701492537313432	0.7581699346405228	1.0	0.3109243697478992	0.8589743589743589	1.0		1.0	0.8016528925619835	0.29411764705882354	0.6682027649769585	0.9333333333333332	1.0		1.0		1.0	0.9858156028368794	0.9939577039274924	0.14427860696517414	1.0		1.0	1.0		1.0	1.0	1.0	1.0		0.42857142857142855	0.9473684210526316	0.8034682080924855	1.0	1.0	1.0	0.5977011494252874	0.8372093023255814	1.0	1.0	1.0	1.0	1.0	1.0	0.96		1.0		0.8850574712643678	1.0	1.0	0.9444444444444444		1.0		0.5733333333333334	1.0		0.2307692307692308	1.0	1.0	0.9545454545454546	1.0	1.0	0.8857142857142857	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0		1.0		0.9542857142857144		1.0	0.0782608695652174	1.0	0.9693877551020408	1.0	1.0	0.9922779922779924	0.8988326848249028	1.0	1.0	1.0		1.0	1.0	0.9726027397260274	1.0	1.0		0.9710144927536232	0.9655172413793104	0.9138755980861244	0.9318181818181818		1.0	1.0	1.0	1.0	0.9322033898305084		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.9642857142857144		0.9115044247787609				1.0	1.0				0.9801980198019802	1.0	1.0	1.0		1.0	1.0	1.0	0.5657894736842105		1.0	1.0				1.0			1.0	1.0	1.0	1.0	1.0	1.0			1.0	0.9840000000000001		1.0	1.0		1.0		1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0		1.0		1.0					1.0	1.0		1.0	1.0	1.0	0.7922077922077922	1.0	0.3181818181818182	1.0								1.0		1.0	1.0		1.0	1.0	1.0
GUK1_6		0.0	1.0	0.0	0.0	0.0	0.24705882352941175	0.0	0.0	0.010309278350515464	0.38461538461538464	0.2		0.6363636363636364	0.027027027027027032			0.045454545454545456	0.0	0.12727272727272726	0.2352941176470588	0.020408163265306117	0.32222222222222224	0.0		0.023809523809523808	0.09090909090909093		0.3157894736842105	0.08		0.20833333333333331	1.0	0.26				0.0	0.4615384615384616	0.31736526946107785	1.0	0.0					0.12	1.0	0.13043478260869565	0.0		0.2222222222222222	0.16666666666666666	0.6290322580645161	0.04225352112676056	0.0		0.02134646962233169	0.9		0.0		0.0	1.0		0.0		0.7419354838709677		0.043478260869565216		0.05263157894736842	0.8245614035087719	0.8181818181818182		1.0	0.0			0.0989010989010989	0.0		0.902439024390244		0.0	0.3333333333333333			0.0				0.015625		0.0	0.8181818181818182			0.0		0.5116279069767442		0.0	0.0		0.1694915254237288	0.04	0.1111111111111111	0.3595505617977528	0.3392857142857143		0.4736842105263158	1.0			0.0	1.0	0.1891891891891892	0.0		0.0	0.6666666666666666	0.41025641025641024	0.06666666666666668			1.0	0.0	0.0	0.07142857142857142		0.062015503875968984	0.0	1.0			0.8736842105263158	0.0	0.0		0.8360655737704918	0.6521739130434783		0.029411764705882356									0.15517241379310345		0.0	0.4725274725274725		0.05263157894736842	0.5294117647058824	0.0	0.5254237288135594		0.4571428571428571					0.16279069767441862							0.1724137931034483	0.9047619047619048			0.0	0.012658227848101266					0.0		0.9444444444444444	0.8211382113821138	0.44			0.024390243902439025	0.8191489361702128	0.44680851063829785	0.0			1.0									0.0	0.033707865168539325		0.17391304347826084	0.7307692307692307	0.17073170731707318	0.2	0.5934959349593496		1.0								0.0		0.0	0.21804511278195488			0.7142857142857143	
GUK1_7		1.0	1.0	0.0	0.04651162790697674	0.935483870967742	0.7894736842105263	0.6	1.0	0.8947368421052632	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	0.927536231884058	1.0	0.9444444444444444	0.6224489795918368	1.0	0.18811881188118806	0.7179487179487181	1.0		1.0	0.6190476190476191	0.2	0.4744525547445255	0.8630136986301371	1.0		1.0		1.0	0.9714285714285714	0.9881656804733728	0.07526881720430108	1.0		1.0			1.0	1.0	1.0	1.0		0.2	0.8333333333333334	0.6494845360824743	1.0	1.0	1.0	0.43935926773455375	0.7454545454545455		1.0		1.0	1.0	1.0	0.9230769230769232		1.0		0.7872340425531915	1.0	1.0	0.8709677419354839				0.2888888888888889	1.0		0.1	1.0		0.9285714285714286		1.0	0.7333333333333333	1.0		1.0			1.0	1.0	1.0	1.0		1.0		1.0		0.9166666666666666		1.0	0.045045045045045036		0.941747572815534	1.0	1.0	0.9847328244274808	0.8169014084507042		1.0	1.0			1.0	0.9393939393939394	1.0			0.9310344827586208	0.9375	0.8317757009345794	0.875		1.0	1.0	1.0	1.0	0.8461538461538461		1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0	0.9428571428571428		0.8360655737704918					1.0				0.9666666666666668		1.0	1.0		1.0	1.0	1.0	0.3592233009708738		1.0	1.0				1.0			1.0	1.0		1.0	1.0	1.0			1.0	0.9636363636363636		1.0	1.0		1.0		1.0	1.0	1.0			1.0	1.0	1.0	1.0			1.0		1.0							1.0	1.0		1.0	1.0	1.0	0.6734693877551021	1.0	0.21052631578947367									1.0		1.0	1.0			1.0	1.0
GUSB_5											0.0																														1.0																				1.0																1.0		1.0		1.0	1.0																	0.0														1.0																								0.0																											0.0																					1.0																																1.0						1.0								
GUSB_7				1.0							1.0																										0.0				1.0								1.0												1.0																1.0		0.0		1.0	1.0	1.0																0.7818181818181819														1.0										1.0														1.0																											1.0									1.0												1.0	1.0																															1.0						1.0								
GXYLT2_1					1.0											1.0														0.0					1.0					1.0						1.0							1.0								0.0076335877862595426										1.0												1.0	1.0				1.0		1.0						1.0		1.0												1.0	1.0			1.0								1.0			1.0			1.0		1.0	1.0				1.0			1.0	1.0			1.0					1.0		1.0					1.0	1.0	1.0	1.0								1.0														1.0											1.0																1.0											1.0														
GXYLT2_2					1.0																									1.0																															1.0										1.0												0.0	1.0				1.0		1.0						1.0														1.0	1.0			1.0								1.0						0.0		1.0	1.0				1.0			0.0	1.0			1.0					1.0		1.0					1.0	1.0	1.0	1.0								1.0							0.0							1.0																											1.0																									
GXYLT2_3					1.0					1.0																				1.0																															1.0																							1.0				1.0								0.0														1.0	1.0																	1.0		1.0					1.0			1.0	1.0			1.0					0.0		1.0					1.0		1.0									1.0							1.0							1.0																											1.0																									
GYPC_1													1.0							1.0	1.0				1.0																		1.0											1.0			1.0															1.0											1.0	1.0		1.0			1.0																	1.0	1.0	0.875	0.7647058823529411	1.0														1.0																				1.0			1.0												1.0		1.0																1.0						1.0																									1.0																							
HACL1_1																			1.0								1.0														1.0	1.0			1.0		1.0						1.0				1.0			1.0							1.0		1.0																	0.9705882352941176																	1.0									1.0																								1.0																			1.0													1.0								1.0			1.0							1.0																					0.0	1.0								1.0								1.0	1.0						
HACL1_3	1.0																		1.0						1.0		1.0									1.0					1.0	1.0			1.0		1.0		1.0		1.0		0.7647058823529411				1.0			1.0							1.0		1.0					1.0											1.0	1.0																	1.0									1.0																								0.0													1.0						1.0													1.0								1.0			1.0			1.0				1.0						1.0																1.0								1.0								1.0	1.0						
HACL1_4																			1.0						1.0		1.0									1.0					1.0	1.0			1.0		1.0						1.0				1.0			1.0							1.0		1.0																1.0	0.9701492537313432																	1.0									1.0																																					1.0						1.0													1.0								1.0			1.0			1.0				1.0						1.0															0.0	1.0								1.0								1.0	1.0						
HACL1_6	1.0																		1.0						1.0		1.0									1.0					1.0	1.0			1.0		1.0		1.0				1.0				1.0			1.0							1.0		1.0																	1.0																	1.0									1.0																								1.0													1.0						1.0													1.0								1.0			1.0			1.0				1.0																						1.0								1.0								1.0	1.0						
HAGH_2																						1.0											1.0											1.0																							0.0															1.0											1.0										1.0												1.0																											1.0							1.0				1.0									1.0			1.0												1.0		1.0				1.0							1.0		1.0															1.0										1.0										1.0		0.9523809523809524		
HAUS2_1			1.0		1.0		1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0				1.0		1.0	1.0	1.0				1.0					0.0								1.0		1.0	1.0	1.0																					1.0														1.0													1.0							1.0								0.0							1.0			0.0			1.0							0.0	1.0			1.0					0.0		1.0				1.0				1.0			1.0	1.0	1.0								1.0	1.0		1.0									1.0			1.0				0.0			0.0						1.0	1.0				1.0							1.0					1.0									1.0														
HAUS2_7			0.0				0.3888888888888889			0.0	0.0	0.0				0.0	0.027027027027027032		1.0						0.0	1.0	0.16666666666666666				1.0		0.0			0.0								1.0		1.0	0.0																						0.0														0.0													0.0							1.0							1.0	0.0							0.0			0.0			0.0							1.0	1.0			1.0											1.0				0.0			0.0		0.4444444444444444											0.0												1.0							0.0											0.0												1.0									0.0					1.0									
HAUS2_8			1.0				1.0			1.0	1.0	1.0	0.0			1.0	1.0		1.0				0.0		1.0		1.0						1.0			1.0								1.0		1.0	1.0	1.0																					1.0														1.0													1.0															1.0							1.0			1.0			1.0								1.0			1.0							1.0								1.0			1.0	0.0	1.0									1.0	1.0	1.0																			1.0											1.0							1.0					1.0									1.0														
HAUS4_4						1.0		1.0															1.0	0.2727272727272727			1.0	1.0	1.0		1.0			0.0							1.0																		1.0																						1.0																		1.0	1.0																																					1.0																1.0																																										1.0																																				
HBS1L_8	0.01694915254237288					0.0	0.0	0.0		0.3283582089552239					0.0			0.0				0.0	0.0				0.0	0.0	0.0	0.0	0.15315315315315314		0.014492753623188406	0.0		0.0	0.2621359223300971	0.0	0.0		0.72		0.0	0.0		0.05660377358490566		0.049180327868852465	0.0	0.0						0.0	0.0			0.0									0.0			0.14285714285714285	0.0	0.0		0.0		0.0		0.0			0.09090909090909093			0.0		1.0	0.0			0.0			0.7575757575757576	0.0		0.0	0.0		0.0	0.0	0.17037037037037034							0.0			0.0		0.0	0.10344827586206896		0.0	0.0	0.0				0.0		0.26666666666666666	0.0		0.2391304347826087			0.196652719665272	0.0		1.0			0.0	0.0		0.0			1.0	0.0	0.7777777777777778					0.0		0.0	0.0	0.0			0.0			0.0				0.011764705882352941	0.0		0.0					0.0	0.0				0.0		0.0		0.0	0.0	0.0					0.0			0.0	0.0		0.0	0.0		0.0	0.01492537313432836	0.0					0.0	1.0	0.0	0.0				0.0	0.0	0.0			0.0							0.0					0.0	0.0	
HCFC1R1_1								1.0	1.0						0.8333333333333334			1.0						1.0		1.0				1.0								1.0			0.0	1.0			1.0				1.0						1.0		1.0		1.0									1.0				1.0				1.0		1.0							1.0	1.0									0.4827586206896552							1.0				1.0			1.0	1.0		1.0																							1.0			1.0	1.0			1.0	0.25925925925925924					1.0				1.0					1.0								0.8571428571428571	0.01818181818181818										1.0			1.0														1.0													1.0												1.0													1.0
HDAC1_2										0.0				1.0						1.0		1.0							1.0					1.0					1.0				1.0					1.0														1.0			1.0		1.0								1.0														1.0		1.0			1.0				1.0			1.0				1.0								1.0									1.0					1.0	1.0	1.0																																						1.0	1.0			1.0							0.0																											1.0									1.0																	
HDAC3_3					1.0					0.0					1.0			1.0								1.0			1.0	0.0					0.7777777777777778				1.0							1.0								0.9157894736842104											0.9322033898305084				0.42857142857142855			1.0				1.0			1.0	1.0			1.0																1.0							1.0																								1.0										1.0	1.0											1.0	1.0														1.0	1.0														0.03225806451612903			1.0			1.0							1.0														1.0				1.0										1.0				0.15384615384615385				
HDAC8_1					1.0		1.0			1.0					1.0			1.0	1.0	1.0		1.0		1.0			0.0			1.0					1.0												1.0							1.0						1.0					1.0		1.0				0.2222222222222222										1.0	1.0					1.0				1.0				1.0	1.0		1.0								1.0			1.0		1.0		1.0									1.0	1.0													0.0			1.0							1.0							1.0			1.0		0.7272727272727273													1.0		1.0		0.0		1.0	0.7230769230769231					1.0						1.0	1.0		0.007751937984496123			1.0		1.0					1.0							0.0							1.0								1.0			1.0	1.0			
HDAC8_5					1.0		1.0								1.0				1.0	1.0				1.0			1.0			1.0																	1.0							1.0						1.0					1.0		1.0				1.0																				1.0				1.0			1.0								1.0			1.0		1.0		1.0									1.0	1.0						1.0							0.0										1.0							1.0			1.0		1.0													1.0		1.0		1.0		1.0	0.4523809523809524				1.0	1.0						1.0			1.0			0.5460992907801419		1.0					1.0							1.0							1.0								1.0			1.0	0.6			
HDDC2_1				0.0	0.06666666666666668		0.7541899441340782	0.967741935483871	0.0	1.0	0.0	0.7217391304347827	0.6373626373626373	0.8688524590163934		0.4666666666666667	0.3684210526315789	0.3125	0.031111111111111114		1.0	1.0		0.37579617834394907	0.0	1.0				0.9534883720930232	0.4117647058823529	0.010309278350515464	0.0	0.3786407766990291	0.3197278911564626	0.6521739130434783	0.42105263157894735	1.0	0.0075187969924812035	0.0	0.36464088397790057	1.0	0.6875	0.1111111111111111	0.5555555555555556	1.0	0.0	0.05555555555555555	0.5517241379310345	0.07142857142857142	0.0	0.92	1.0	0.8586956521739131			0.42857142857142855	1.0	0.9761904761904762	0.00546448087431694	0.3103448275862069		0.0	1.0		0.011627906976744186	0.8931297709923665	1.0		0.0	0.37777777777777777	0.0		0.8125	1.0	0.5044247787610621	0.0	0.0	0.5357142857142857	0.027027027027027032	0.3561643835616438	0.028571428571428567	0.7246376811594203	0.8888888888888888	0.4330708661417323	0.04615384615384616		0.0	0.5520833333333334	0.547945205479452	0.631578947368421		1.0	0.0	0.6914893617021277	1.0				0.5862068965517241		0.0	0.3526970954356847	0.3962264150943397		0.0	0.17117117117117114	0.5310344827586206	1.0	0.0	0.9740259740259741	0.52			0.0136986301369863	0.8278145695364238	0.9827586206896552		0.12	0.0	1.0	0.05882352941176471		0.8431372549019608	0.42424242424242425	0.09803921568627452	0.017543859649122806			0.9751552795031057		0.39130434782608703		0.2911392405063291		0.2727272727272727	0.5393258426966292	0.0	0.1282051282051282	0.488	1.0	0.7377049180327869	0.0	0.07142857142857142		0.3584905660377358	0.5326460481099656	0.0	0.0	0.26666666666666666	0.0			1.0	0.4909090909090909	0.0		0.017964071856287425	0.44061302681992337	0.13043478260869565	0.0	0.027777777777777776	0.5589353612167299	0.21172638436482089	1.0	0.02985074626865672	0.4	0.4021739130434783	0.5572519083969466		0.0		0.0034602076124567475	1.0	0.15789473684210525	0.9781420765027322	0.0	0.34375	0.5279503105590062	1.0		0.8875	1.0	0.9047619047619048		0.5609756097560976	1.0	0.0	0.4765100671140939	1.0		0.0		0.0	0.6123348017621145	0.55		0.14634146341463414	0.0			0.951219512195122	0.6345514950166113		0.8478260869565217			0.5952380952380952	0.0	0.9782608695652174	1.0	0.5733333333333334	0.5			0.1450381679389313	0.6838235294117647		0.01694915254237288		0.0	0.8805970149253731	0.1111111111111111	0.5951417004048583	0.0	1.0	0.2558139534883721	0.4117647058823529	0.22448979591836732		0.7523809523809524
HDLBP_14										0.0						0.0				0.0	0.0		0.0	0.0	0.0	0.0											1.0						0.0	0.0			0.0										0.0	0.0			0.3793103448275862		0.25			0.0						0.0	0.0					0.08571428571428573	0.0			0.0	0.0	0.0			0.0	0.0				0.09090909090909093		0.0	0.0		0.0		0.0				0.0	0.0						0.0		0.0			0.0				0.0	0.0			0.0		0.0					0.0				0.0	0.0	0.0	0.0		0.0				0.0			0.0			0.0	0.875	0.0	0.0								0.0	0.0						0.07692307692307693	0.0						0.0						0.0			0.0												0.0		0.0			0.0					0.0	0.0	0.1111111111111111																0.0							0.0	
HDX_2	1.0		1.0							1.0					1.0																										1.0					1.0																															1.0						1.0					0.9718309859154929										1.0								1.0				1.0																		1.0	1.0											1.0										0.0	1.0														1.0																						0.0							1.0			1.0				1.0				1.0						1.0				1.0																0.0
HDX_3			1.0												1.0																																			1.0										1.0																																						0.0																	1.0															1.0		1.0																																									1.0																																1.0				1.0		1.0																				
HDX_4	0.0		0.0							0.0																															0.0																																										0.0					0.0																		0.0				0.0																			0.0											0.0											0.0														0.0																																				1.0										0.0				0.0															1.0	
HEATR5B_2																																					1.0												1.0				1.0							1.0	1.0						1.0	1.0	1.0							1.0																																					1.0																																																			1.0																									1.0																																										
HEATR6_3					1.0			1.0			0.0		1.0			1.0	1.0						0.0			1.0					0.0	1.0	1.0			1.0				1.0			1.0													1.0													1.0							1.0									1.0		1.0						1.0											1.0									1.0														1.0											0.0												1.0									0.010526315789473684	1.0				1.0				1.0					1.0		1.0					1.0	1.0										1.0					1.0				1.0		1.0					1.0																1.0			1.0		1.0			
HEATR6_5					1.0			1.0			0.0		1.0				1.0						0.0			1.0					0.0	1.0	1.0							1.0	1.0		1.0													1.0													1.0																1.0		1.0																	1.0									1.0														1.0											0.0												1.0									0.0	1.0				1.0				1.0							1.0																1.0					1.0				1.0							1.0																1.0			1.0		1.0			
HECTD1_nmdSE_1										0.0									0.0																0.0							0.4594594594594595			0.0					1.0										0.0										0.0				0.0								0.0	0.0													0.0															0.0		0.0				0.0																	1.0						0.0	0.0			0.0								0.7647058823529411	0.0				0.0				0.0		0.0											0.0			0.0	0.0						0.0					0.0											0.0								0.0											0.0		0.0				0.0				0.0		
HENMT1_1		1.0						1.0		1.0								1.0												1.0																																	1.0			1.0																											1.0																					1.0																																																	1.0					1.0																						1.0																		1.0											0.0												
HERC1_7		1.0				0.0	1.0														1.0							1.0			1.0													1.0	1.0												1.0										1.0			1.0								1.0						0.0														1.0	1.0								1.0																																		1.0																																																																										1.0		0.6														
HERC2P9_4						1.0																							1.0				1.0		1.0			1.0				1.0			1.0														1.0																																																										1.0		1.0													1.0						1.0																																									1.0																																											1.0		1.0							
HERPUD1_1	1.0	0.2466367713004484	1.0		0.9743589743589745	0.07317073170731707	0.8	1.0		1.0	1.0	0.0	1.0	0.8235294117647058	1.0	0.4744525547445255	0.2258064516129032	1.0	0.4814814814814815		1.0	0.35064935064935066			1.0		1.0	1.0			1.0		1.0	1.0	1.0	1.0			0.9733333333333334	1.0	1.0	1.0		1.0	1.0	0.819672131147541	1.0	1.0		0.8979591836734694		0.9636363636363636	1.0	1.0		1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0				1.0	0.7014925373134329	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0			1.0	1.0	0.9523809523809524	1.0	1.0	1.0	1.0	1.0		1.0			1.0	1.0	0.9837398373983741	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0					1.0	1.0	0.8	1.0			0.3735408560311284	1.0	1.0	1.0	1.0	1.0	0.5454545454545454	1.0	1.0	0.7066666666666667		1.0	1.0	0.7068062827225131	1.0	1.0	0.8675078864353313	1.0	0.4545454545454545	1.0		0.2631578947368421	1.0		1.0	1.0	1.0	1.0	1.0	0.7	0.8006872852233677	1.0			1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0				1.0	1.0	1.0		1.0	0.9659863945578232	1.0	1.0	0.9568345323741008	1.0	0.75		1.0	0.7226277372262774	1.0	1.0			0.07692307692307693			0.98	1.0	0.9375		1.0	1.0	1.0	1.0	1.0	1.0		1.0		0.8212290502793296	1.0	1.0	1.0	1.0		1.0			1.0	1.0			1.0	1.0		1.0	1.0
HERPUD2_5										1.0												1.0								1.0																						1.0															1.0		1.0					1.0																																																			1.0									1.0				1.0				1.0												1.0														1.0				1.0								1.0					1.0																															1.0									0.0						
HHLA3_nmdSE_1					1.0							1.0					0.0				0.0																										0.0		1.0				0.0									1.0						1.0		0.0								0.0	1.0			1.0				0.0							1.0						1.0																															1.0																0.0										1.0																1.0				1.0		1.0						0.0																														0.0																	
HIBCH_1	1.0							1.0								1.0	0.8666666666666667				1.0							1.0	1.0		1.0				0.0	1.0	1.0	1.0					1.0	0.9696969696969696										0.0		1.0		1.0	0.0		1.0			1.0		1.0				1.0		1.0		1.0				1.0	1.0			1.0				1.0	1.0						0.0	1.0				1.0				1.0			1.0					0.9381443298969072			1.0		0.6395348837209303		1.0		1.0		1.0					1.0							1.0					1.0					0.0		1.0			1.0				1.0											1.0												0.567741935483871	1.0	1.0				1.0											0.9175257731958762		1.0		1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0		1.0					0.0	0.0	1.0	0.06666666666666668							1.0					1.0	0.0	
HIBCH_2	0.0							0.0						0.0		0.0	0.0											0.0			0.0				0.0	0.0	0.0	0.0	0.0				0.0	0.0							0.0			0.0		0.0		0.0	0.0		0.0		1.0	0.0		0.0				0.0		0.0							0.0			0.0		1.0		0.0	0.0						0.0	0.0				0.0				0.0								0.0					0.0				0.0		0.0			1.0		0.0							0.0					0.0										0.0	1.0	0.0		0.0											0.0												0.0		0.0					0.0												0.0		0.0		0.0	0.0			0.0	0.0		0.0		0.0		0.0					0.0		0.0	0.0							0.0					0.0	0.0	
HIF1AN_1																						1.0									1.0			1.0		1.0													1.0																																				1.0					1.0				1.0															1.0	1.0																																																																	1.0			1.0				1.0				1.0							1.0															1.0																							
HIPK3_2																							1.0															0.0								0.0					0.8571428571428571																						0.0									0.0														1.0																1.0	1.0																																																					0.0																						1.0							0.0							0.0									0.0	0.011235955056179777	0.3333333333333333						0.9636363636363636						1.0						0.0
HIRIP3_2					1.0		0.38461538461538464		1.0						1.0			1.0					1.0		1.0			0.0			1.0		0.0									0.0				0.0		0.0					1.0																							1.0																									1.0																																																																			0.0								1.0													1.0									1.0																								1.0									
HIVEP1_2													0.0																0.0																		0.0												0.0																				0.0								0.0																																														0.0												0.0				0.0																				0.0																										1.0															1.0							0.0														
HJURP_1		1.0		1.0	1.0		1.0	1.0	1.0	0.0			1.0	0.32		1.0	1.0							1.0		1.0				0.0	0.8787878787878788						1.0		1.0		1.0																																																																																																																																																																																														
HKR1_12																					1.0						1.0																							1.0																																1.0										1.0																1.0								1.0														1.0								1.0																									1.0																		0.0													1.0												0.0																									
HKR1_13						1.0			1.0																1.0																						1.0	0.0			1.0																																																		1.0																						1.0					1.0									1.0																																																1.0																																		0.0												
HKR1_7						1.0			1.0																																							1.0		0.0															1.0												1.0				1.0	1.0																			1.0															1.0							1.0					1.0										1.0																									1.0																						1.0									1.0																									1.0												
HLTF_3											1.0	1.0	1.0																				1.0	1.0																																		1.0	0.0																1.0								1.0	0.0						1.0											1.0	1.0																																					1.0	1.0				1.0									1.0					1.0										1.0								1.0										1.0												1.0				1.0																			
HLTF_5											1.0	1.0	1.0																				1.0	1.0																							1.0											1.0	0.0																								1.0	0.0						1.0											1.0																																											1.0									1.0					1.0										1.0								1.0																																													
